"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"178044";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"51757";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"21683";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2021";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"201540";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9071";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"169998";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"14969";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6558";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"944";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"64182";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3146";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8046";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"36788";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15125";""
"Bulgaria";"2001";"Total";"A single family nucleus and other persons";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1077";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"189289";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4579";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"169607";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9783";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4729";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"591";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"173375";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3810";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"165660";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2356";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1273";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"276";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15914";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"769";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3947";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7427";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3456";""
"Bulgaria";"2001";"Total";"Two or more familiy nuclei";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"315";""
"Bulgaria";"2001";"Total";"Other";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"90693";""
"Bulgaria";"2001";"Total";"Other";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"29037";""
"Bulgaria";"2001";"Total";"Other";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5233";""
"Bulgaria";"2001";"Total";"Other";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"39864";""
"Bulgaria";"2001";"Total";"Other";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15491";""
"Bulgaria";"2001";"Total";"Other";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1068";""
"Bulgaria";"2001";"Total";"Other";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"38113";""
"Bulgaria";"2001";"Total";"Other";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"18290";""
"Bulgaria";"2001";"Total";"Other";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3417";""
"Bulgaria";"2001";"Total";"Other";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7862";""
"Bulgaria";"2001";"Total";"Other";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7910";""
"Bulgaria";"2001";"Total";"Other";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"634";""
"Bulgaria";"2001";"Total";"Other";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"52580";""
"Bulgaria";"2001";"Total";"Other";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"10747";""
"Bulgaria";"2001";"Total";"Other";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1816";""
"Bulgaria";"2001";"Total";"Other";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"32002";""
"Bulgaria";"2001";"Total";"Other";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7581";""
"Bulgaria";"2001";"Total";"Other";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"434";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"2360126";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"154452";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"2026047";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"132983";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"24647";""
"Burkina Faso";"2006";"Total";"Total";"Total";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"21997";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"2100734";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"133442";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"1911881";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"24011";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"13856";""
"Burkina Faso";"2006";"Total";"Total";"Male";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"17544";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"259392";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"21010";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"114166";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"108972";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"10791";""
"Burkina Faso";"2006";"Total";"Total";"Female";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"4453";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"129317";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"75015";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"26916";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"19528";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"6158";""
"Burkina Faso";"2006";"Total";"One-person household";"Total";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"1700";""
"Burkina Faso";"2006";"Total";"One-person household";"Male";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"99461";""
"Burkina Faso";"2006";"Total";"One-person household";"Male";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"68077";""
"Burkina Faso";"2006";"Total";"One-person household";"Male";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2009";"20068";""
